Period,Hypothesis,Lag (min),Correlation
2025-11-28 16:59:00+00:00 → 2025-12-01 14:33:00+00:00,EWU follows QQQ,2,0.36592805166273207
2025-11-28 16:59:00+00:00 → 2025-12-01 14:33:00+00:00,XLK follows QQQ,0,0.9601971797815871
2025-11-28 17:00:00+00:00 → 2025-12-01 14:34:00+00:00,EWJ follows QQQ,0,0.8036402486948873
2025-11-28 17:00:00+00:00 → 2025-12-01 14:34:00+00:00,EWT follows QQQ,0,0.8268159768864677
2025-11-28 17:00:00+00:00 → 2025-12-01 14:34:00+00:00,EWC follows QQQ,3,0.31469139265108337
2025-11-28 17:00:00+00:00 → 2025-12-01 14:34:00+00:00,EWU follows QQQ,2,0.3446283882764862
2025-11-28 17:00:00+00:00 → 2025-12-01 14:34:00+00:00,XLK follows QQQ,0,0.9365375860305836
2025-11-28 17:01:00+00:00 → 2025-12-01 14:35:00+00:00,EWJ follows QQQ,0,0.8073733964750106
2025-11-28 17:01:00+00:00 → 2025-12-01 14:35:00+00:00,EWT follows QQQ,0,0.8196866086199844
2025-11-28 17:01:00+00:00 → 2025-12-01 14:35:00+00:00,EWC follows QQQ,3,0.4275207897160443
2025-11-28 17:01:00+00:00 → 2025-12-01 14:35:00+00:00,EWU follows QQQ,2,0.3817538106781937
2025-11-28 17:01:00+00:00 → 2025-12-01 14:35:00+00:00,XLK follows QQQ,0,0.9252271282372653
2025-11-28 17:02:00+00:00 → 2025-12-01 14:36:00+00:00,EWJ follows QQQ,0,0.8070027361226887
2025-11-28 17:02:00+00:00 → 2025-12-01 14:36:00+00:00,EWT follows QQQ,0,0.8023771050719214
2025-11-28 17:02:00+00:00 → 2025-12-01 14:36:00+00:00,EWC follows QQQ,5,0.25123110633146584
2025-11-28 17:02:00+00:00 → 2025-12-01 14:36:00+00:00,EWU follows QQQ,5,0.31312434133987466
2025-11-28 17:02:00+00:00 → 2025-12-01 14:36:00+00:00,XLK follows QQQ,0,0.9228566550480264
2025-11-28 17:03:00+00:00 → 2025-12-01 14:37:00+00:00,EWJ follows QQQ,0,0.7382563750222979
2025-11-28 17:03:00+00:00 → 2025-12-01 14:37:00+00:00,EWT follows QQQ,0,0.762825420052303
2025-11-28 17:03:00+00:00 → 2025-12-01 14:37:00+00:00,EWC follows QQQ,5,0.21536548911589595
2025-11-28 17:03:00+00:00 → 2025-12-01 14:37:00+00:00,EWU follows QQQ,2,0.2487167819756392
2025-11-28 17:03:00+00:00 → 2025-12-01 14:37:00+00:00,XLK follows QQQ,0,0.9070629872697455
2025-11-28 17:04:00+00:00 → 2025-12-01 14:38:00+00:00,EWJ follows QQQ,0,0.7206247751649325
2025-11-28 17:04:00+00:00 → 2025-12-01 14:38:00+00:00,EWT follows QQQ,0,0.7681409078193508
2025-11-28 17:04:00+00:00 → 2025-12-01 14:38:00+00:00,EWC follows QQQ,5,0.25170311006182866
2025-11-28 17:04:00+00:00 → 2025-12-01 14:38:00+00:00,EWU follows QQQ,2,0.24904587964769248
2025-11-28 17:04:00+00:00 → 2025-12-01 14:38:00+00:00,XLK follows QQQ,0,0.9083819791203016
2025-11-28 17:07:00+00:00 → 2025-12-01 14:39:00+00:00,EWJ follows QQQ,0,0.8172032396220705
2025-11-28 17:07:00+00:00 → 2025-12-01 14:39:00+00:00,EWT follows QQQ,0,0.8523201525896011
2025-11-28 17:07:00+00:00 → 2025-12-01 14:39:00+00:00,EWC follows QQQ,5,0.22018708026549705
2025-11-28 17:07:00+00:00 → 2025-12-01 14:39:00+00:00,EWU follows QQQ,-2,0.2579123144856271
2025-11-28 17:07:00+00:00 → 2025-12-01 14:39:00+00:00,XLK follows QQQ,0,0.9120258523010535
2025-11-28 17:08:00+00:00 → 2025-12-01 14:40:00+00:00,EWJ follows QQQ,0,0.7930314426771765
2025-11-28 17:08:00+00:00 → 2025-12-01 14:40:00+00:00,EWT follows QQQ,0,0.831511578084103
2025-11-28 17:08:00+00:00 → 2025-12-01 14:40:00+00:00,EWC follows QQQ,5,0.22384670743494134
2025-11-28 17:08:00+00:00 → 2025-12-01 14:40:00+00:00,EWU follows QQQ,-2,0.2573069932975363
2025-11-28 17:08:00+00:00 → 2025-12-01 14:40:00+00:00,XLK follows QQQ,0,0.9093840823820042
2025-11-28 17:09:00+00:00 → 2025-12-01 14:43:00+00:00,EWJ follows QQQ,0,0.7720906853819494
2025-11-28 17:09:00+00:00 → 2025-12-01 14:43:00+00:00,EWT follows QQQ,0,0.8364538390279279
2025-11-28 17:09:00+00:00 → 2025-12-01 14:43:00+00:00,EWC follows QQQ,-5,0.3024450931411632
2025-11-28 17:09:00+00:00 → 2025-12-01 14:43:00+00:00,EWU follows QQQ,2,0.3130939595602375
2025-11-28 17:09:00+00:00 → 2025-12-01 14:43:00+00:00,XLK follows QQQ,0,0.9180249980858776
2025-11-28 17:10:00+00:00 → 2025-12-01 14:44:00+00:00,EWJ follows QQQ,0,0.802179768780147
2025-11-28 17:10:00+00:00 → 2025-12-01 14:44:00+00:00,EWT follows QQQ,0,0.8568968175529882
2025-11-28 17:10:00+00:00 → 2025-12-01 14:44:00+00:00,EWC follows QQQ,5,0.26905057770265584
2025-11-28 17:10:00+00:00 → 2025-12-01 14:44:00+00:00,EWU follows QQQ,2,0.3044872929237413
2025-11-28 17:10:00+00:00 → 2025-12-01 14:44:00+00:00,XLK follows QQQ,0,0.9193670505320064
2025-11-28 17:11:00+00:00 → 2025-12-01 14:45:00+00:00,EWJ follows QQQ,0,0.8281663033765598
2025-11-28 17:11:00+00:00 → 2025-12-01 14:45:00+00:00,EWT follows QQQ,0,0.8618490981133857
2025-11-28 17:11:00+00:00 → 2025-12-01 14:45:00+00:00,EWC follows QQQ,0,0.387396294201256
2025-11-28 17:11:00+00:00 → 2025-12-01 14:45:00+00:00,EWU follows QQQ,2,0.42390703152137515
2025-11-28 17:11:00+00:00 → 2025-12-01 14:45:00+00:00,XLK follows QQQ,0,0.9312026890266012
2025-11-28 17:12:00+00:00 → 2025-12-01 14:46:00+00:00,EWJ follows QQQ,0,0.8149299345408499
2025-11-28 17:12:00+00:00 → 2025-12-01 14:46:00+00:00,EWT follows QQQ,0,0.8676160877998168
2025-11-28 17:12:00+00:00 → 2025-12-01 14:46:00+00:00,EWC follows QQQ,0,0.4028087457996929
2025-11-28 17:12:00+00:00 → 2025-12-01 14:46:00+00:00,EWU follows QQQ,5,0.38946586928992927
2025-11-28 17:12:00+00:00 → 2025-12-01 14:46:00+00:00,XLK follows QQQ,0,0.9189044364978863
2025-11-28 17:13:00+00:00 → 2025-12-01 14:47:00+00:00,EWJ follows QQQ,0,0.8173814895419176
2025-11-28 17:13:00+00:00 → 2025-12-01 14:47:00+00:00,EWT follows QQQ,0,0.8269247628176717
2025-11-28 17:13:00+00:00 → 2025-12-01 14:47:00+00:00,EWC follows QQQ,0,0.46533543086993817
2025-11-28 17:13:00+00:00 → 2025-12-01 14:47:00+00:00,EWU follows QQQ,2,0.38489287444594095
2025-11-28 17:13:00+00:00 → 2025-12-01 14:47:00+00:00,XLK follows QQQ,0,0.9234641698756719
2025-11-28 17:19:00+00:00 → 2025-12-01 14:48:00+00:00,EWJ follows QQQ,0,0.8050467140194308
2025-11-28 17:19:00+00:00 → 2025-12-01 14:48:00+00:00,EWT follows QQQ,0,0.8055912458906903
2025-11-28 17:19:00+00:00 → 2025-12-01 14:48:00+00:00,EWC follows QQQ,0,0.4143486789422094
2025-11-28 17:19:00+00:00 → 2025-12-01 14:48:00+00:00,EWU follows QQQ,2,0.4057005274789594
2025-11-28 17:19:00+00:00 → 2025-12-01 14:48:00+00:00,XLK follows QQQ,0,0.9251301442443045
2025-11-28 17:20:00+00:00 → 2025-12-01 14:49:00+00:00,EWJ follows QQQ,0,0.8037897906840289
2025-11-28 17:20:00+00:00 → 2025-12-01 14:49:00+00:00,EWT follows QQQ,0,0.8035155257669506
2025-11-28 17:20:00+00:00 → 2025-12-01 14:49:00+00:00,EWC follows QQQ,0,0.42125840206253307
2025-11-28 17:20:00+00:00 → 2025-12-01 14:49:00+00:00,EWU follows QQQ,2,0.3607328981367603
2025-11-28 17:20:00+00:00 → 2025-12-01 14:49:00+00:00,XLK follows QQQ,0,0.9221141479418234
2025-11-28 17:21:00+00:00 → 2025-12-01 14:50:00+00:00,EWJ follows QQQ,0,0.7830433149487752
2025-11-28 17:21:00+00:00 → 2025-12-01 14:50:00+00:00,EWT follows QQQ,0,0.8009574110662202
2025-11-28 17:21:00+00:00 → 2025-12-01 14:50:00+00:00,EWC follows QQQ,0,0.4261300417976349
2025-11-28 17:21:00+00:00 → 2025-12-01 14:50:00+00:00,EWU follows QQQ,-3,0.3387250129945421
2025-11-28 17:21:00+00:00 → 2025-12-01 14:50:00+00:00,XLK follows QQQ,0,0.9272567852086689
2025-11-28 17:25:00+00:00 → 2025-12-01 14:51:00+00:00,EWJ follows QQQ,0,0.7839261826497539
2025-11-28 17:25:00+00:00 → 2025-12-01 14:51:00+00:00,EWT follows QQQ,0,0.791258289380097
2025-11-28 17:25:00+00:00 → 2025-12-01 14:51:00+00:00,EWC follows QQQ,0,0.3938695240381289
2025-11-28 17:25:00+00:00 → 2025-12-01 14:51:00+00:00,EWU follows QQQ,-3,0.32156461513910023
2025-11-28 17:25:00+00:00 → 2025-12-01 14:51:00+00:00,XLK follows QQQ,0,0.9272370448425202
2025-11-28 17:26:00+00:00 → 2025-12-01 14:52:00+00:00,EWJ follows QQQ,0,0.7759961405790674
2025-11-28 17:26:00+00:00 → 2025-12-01 14:52:00+00:00,EWT follows QQQ,0,0.7819291096441761
2025-11-28 17:26:00+00:00 → 2025-12-01 14:52:00+00:00,EWC follows QQQ,0,0.37554090700417087
2025-11-28 17:26:00+00:00 → 2025-12-01 14:52:00+00:00,EWU follows QQQ,-3,0.31587833431149337
2025-11-28 17:26:00+00:00 → 2025-12-01 14:52:00+00:00,XLK follows QQQ,0,0.9256238000015187
2025-11-28 17:31:00+00:00 → 2025-12-01 14:58:00+00:00,EWJ follows QQQ,0,0.7885232044686736
2025-11-28 17:31:00+00:00 → 2025-12-01 14:58:00+00:00,EWT follows QQQ,0,0.7927649498298189
2025-11-28 17:31:00+00:00 → 2025-12-01 14:58:00+00:00,EWC follows QQQ,0,0.39406191902736115
2025-11-28 17:31:00+00:00 → 2025-12-01 14:58:00+00:00,EWU follows QQQ,5,0.32916355230112476
2025-11-28 17:31:00+00:00 → 2025-12-01 14:58:00+00:00,XLK follows QQQ,0,0.9264134723683625
2025-11-28 17:32:00+00:00 → 2025-12-01 14:59:00+00:00,EWJ follows QQQ,0,0.7922390714827118
2025-11-28 17:32:00+00:00 → 2025-12-01 14:59:00+00:00,EWT follows QQQ,0,0.79289495331611
2025-11-28 17:32:00+00:00 → 2025-12-01 14:59:00+00:00,EWC follows QQQ,0,0.3974978856167219
2025-11-28 17:32:00+00:00 → 2025-12-01 14:59:00+00:00,EWU follows QQQ,5,0.3201347560978608
2025-11-28 17:32:00+00:00 → 2025-12-01 14:59:00+00:00,XLK follows QQQ,0,0.9283408605930342
2025-11-28 17:33:00+00:00 → 2025-12-01 15:00:00+00:00,EWJ follows QQQ,0,0.7707709368026705
2025-11-28 17:33:00+00:00 → 2025-12-01 15:00:00+00:00,EWT follows QQQ,0,0.778888310979273
2025-11-28 17:33:00+00:00 → 2025-12-01 15:00:00+00:00,EWC follows QQQ,0,0.3998963109508077
2025-11-28 17:33:00+00:00 → 2025-12-01 15:00:00+00:00,EWU follows QQQ,5,0.3397567122327442
2025-11-28 17:33:00+00:00 → 2025-12-01 15:00:00+00:00,XLK follows QQQ,0,0.9263561016511
2025-11-28 17:34:00+00:00 → 2025-12-01 15:01:00+00:00,EWJ follows QQQ,0,0.7734419660991698
2025-11-28 17:34:00+00:00 → 2025-12-01 15:01:00+00:00,EWT follows QQQ,0,0.7631390934840198
2025-11-28 17:34:00+00:00 → 2025-12-01 15:01:00+00:00,EWC follows QQQ,0,0.4018720681624766
2025-11-28 17:34:00+00:00 → 2025-12-01 15:01:00+00:00,EWU follows QQQ,5,0.3366006520093491
2025-11-28 17:34:00+00:00 → 2025-12-01 15:01:00+00:00,XLK follows QQQ,0,0.9269043125537143
2025-11-28 17:35:00+00:00 → 2025-12-01 15:02:00+00:00,EWJ follows QQQ,0,0.7684092183468731
2025-11-28 17:35:00+00:00 → 2025-12-01 15:02:00+00:00,EWT follows QQQ,0,0.7654223431824458
2025-11-28 17:35:00+00:00 → 2025-12-01 15:02:00+00:00,EWC follows QQQ,0,0.39710018437878136
2025-11-28 17:35:00+00:00 → 2025-12-01 15:02:00+00:00,EWU follows QQQ,5,0.3315548274213934
2025-11-28 17:35:00+00:00 → 2025-12-01 15:02:00+00:00,XLK follows QQQ,0,0.9272246448739115
2025-11-28 17:36:00+00:00 → 2025-12-01 15:03:00+00:00,EWJ follows QQQ,0,0.770911893697391
2025-11-28 17:36:00+00:00 → 2025-12-01 15:03:00+00:00,EWT follows QQQ,0,0.7733289258421709
2025-11-28 17:36:00+00:00 → 2025-12-01 15:03:00+00:00,EWC follows QQQ,0,0.40969161492787204
2025-11-28 17:36:00+00:00 → 2025-12-01 15:03:00+00:00,EWU follows QQQ,5,0.30861829405016833
2025-11-28 17:36:00+00:00 → 2025-12-01 15:03:00+00:00,XLK follows QQQ,0,0.9269703258053957
2025-11-28 17:37:00+00:00 → 2025-12-01 15:06:00+00:00,EWJ follows QQQ,0,0.7717748702466326
2025-11-28 17:37:00+00:00 → 2025-12-01 15:06:00+00:00,EWT follows QQQ,0,0.7723697256461437
2025-11-28 17:37:00+00:00 → 2025-12-01 15:06:00+00:00,EWC follows QQQ,0,0.4099986402808264
2025-11-28 17:37:00+00:00 → 2025-12-01 15:06:00+00:00,EWU follows QQQ,5,0.37376277529628843
2025-11-28 17:37:00+00:00 → 2025-12-01 15:06:00+00:00,XLK follows QQQ,0,0.9262956294989919
2025-11-28 17:38:00+00:00 → 2025-12-01 15:07:00+00:00,EWJ follows QQQ,0,0.7714888387323316
2025-11-28 17:38:00+00:00 → 2025-12-01 15:07:00+00:00,EWT follows QQQ,0,0.7713879336061098
2025-11-28 17:38:00+00:00 → 2025-12-01 15:07:00+00:00,EWC follows QQQ,0,0.41567733446816596
2025-11-28 17:38:00+00:00 → 2025-12-01 15:07:00+00:00,EWU follows QQQ,5,0.3736209008830045
2025-11-28 17:38:00+00:00 → 2025-12-01 15:07:00+00:00,XLK follows QQQ,0,0.9260143309690669
2025-11-28 17:45:00+00:00 → 2025-12-01 15:08:00+00:00,EWJ follows QQQ,0,0.7518703361642927
2025-11-28 17:45:00+00:00 → 2025-12-01 15:08:00+00:00,EWT follows QQQ,0,0.7711434864041731
2025-11-28 17:45:00+00:00 → 2025-12-01 15:08:00+00:00,EWC follows QQQ,0,0.41445900504316613
2025-11-28 17:45:00+00:00 → 2025-12-01 15:08:00+00:00,EWU follows QQQ,5,0.38424819792114295
2025-11-28 17:45:00+00:00 → 2025-12-01 15:08:00+00:00,XLK follows QQQ,0,0.9261125509525668
2025-12-01 14:31:00+00:00 → 2025-12-01 15:11:00+00:00,EWJ follows QQQ,0,0.7398766008074998
2025-12-01 14:31:00+00:00 → 2025-12-01 15:11:00+00:00,EWT follows QQQ,0,0.7717314807900268
2025-12-01 14:31:00+00:00 → 2025-12-01 15:11:00+00:00,EWC follows QQQ,0,0.4130172764675988
2025-12-01 14:31:00+00:00 → 2025-12-01 15:11:00+00:00,EWU follows QQQ,5,0.38640515009095144
2025-12-01 14:31:00+00:00 → 2025-12-01 15:11:00+00:00,XLK follows QQQ,0,0.9271129068318665
2025-12-01 14:32:00+00:00 → 2025-12-01 15:14:00+00:00,EWJ follows QQQ,0,0.7279040973604459
2025-12-01 14:32:00+00:00 → 2025-12-01 15:14:00+00:00,EWT follows QQQ,0,0.7671442081136256
2025-12-01 14:32:00+00:00 → 2025-12-01 15:14:00+00:00,EWC follows QQQ,1,0.3221920663074507
2025-12-01 14:32:00+00:00 → 2025-12-01 15:14:00+00:00,EWU follows QQQ,5,0.30330002209086776
2025-12-01 14:32:00+00:00 → 2025-12-01 15:14:00+00:00,XLK follows QQQ,0,0.9355839081370378
2025-12-01 14:33:00+00:00 → 2025-12-01 15:15:00+00:00,EWJ follows QQQ,0,0.7254050974867405
2025-12-01 14:33:00+00:00 → 2025-12-01 15:15:00+00:00,EWT follows QQQ,0,0.7689117534676201
2025-12-01 14:33:00+00:00 → 2025-12-01 15:15:00+00:00,EWC follows QQQ,1,0.40012448301130166
2025-12-01 14:33:00+00:00 → 2025-12-01 15:15:00+00:00,EWU follows QQQ,5,0.3418524980198228
2025-12-01 14:33:00+00:00 → 2025-12-01 15:15:00+00:00,XLK follows QQQ,0,0.9353816140571124
2025-12-01 14:34:00+00:00 → 2025-12-01 15:16:00+00:00,EWJ follows QQQ,0,0.7362665592221707
2025-12-01 14:34:00+00:00 → 2025-12-01 15:16:00+00:00,EWT follows QQQ,0,0.7655749391147282
2025-12-01 14:34:00+00:00 → 2025-12-01 15:16:00+00:00,EWC follows QQQ,1,0.4777964652432879
2025-12-01 14:34:00+00:00 → 2025-12-01 15:16:00+00:00,EWU follows QQQ,5,0.3511644668643295
2025-12-01 14:34:00+00:00 → 2025-12-01 15:16:00+00:00,XLK follows QQQ,0,0.9317092870778606
2025-12-01 14:35:00+00:00 → 2025-12-01 15:17:00+00:00,EWJ follows QQQ,0,0.7260586098780152
2025-12-01 14:35:00+00:00 → 2025-12-01 15:17:00+00:00,EWT follows QQQ,0,0.7564192659601692
2025-12-01 14:35:00+00:00 → 2025-12-01 15:17:00+00:00,EWC follows QQQ,0,0.4503170741398743
2025-12-01 14:35:00+00:00 → 2025-12-01 15:17:00+00:00,EWU follows QQQ,5,0.33827523411014837
2025-12-01 14:35:00+00:00 → 2025-12-01 15:17:00+00:00,XLK follows QQQ,0,0.9392927193408751
2025-12-01 14:36:00+00:00 → 2025-12-01 15:21:00+00:00,EWJ follows QQQ,0,0.7172386502204386
2025-12-01 14:36:00+00:00 → 2025-12-01 15:21:00+00:00,EWT follows QQQ,0,0.7554422231329141
2025-12-01 14:36:00+00:00 → 2025-12-01 15:21:00+00:00,EWC follows QQQ,0,0.48144645756775656
2025-12-01 14:36:00+00:00 → 2025-12-01 15:21:00+00:00,EWU follows QQQ,4,0.35835026467931574
2025-12-01 14:36:00+00:00 → 2025-12-01 15:21:00+00:00,XLK follows QQQ,0,0.9403964409695886
2025-12-01 14:37:00+00:00 → 2025-12-01 15:22:00+00:00,EWJ follows QQQ,0,0.7147598958134791
2025-12-01 14:37:00+00:00 → 2025-12-01 15:22:00+00:00,EWT follows QQQ,0,0.7587042269689638
2025-12-01 14:37:00+00:00 → 2025-12-01 15:22:00+00:00,EWC follows QQQ,0,0.4996866624201707
2025-12-01 14:37:00+00:00 → 2025-12-01 15:22:00+00:00,EWU follows QQQ,3,0.3717411298269755
2025-12-01 14:37:00+00:00 → 2025-12-01 15:22:00+00:00,XLK follows QQQ,0,0.9405535658270362
2025-12-01 14:38:00+00:00 → 2025-12-01 15:23:00+00:00,EWJ follows QQQ,0,0.7418951856829046
2025-12-01 14:38:00+00:00 → 2025-12-01 15:23:00+00:00,EWT follows QQQ,0,0.7687442211955132
2025-12-01 14:38:00+00:00 → 2025-12-01 15:23:00+00:00,EWC follows QQQ,0,0.5493964520992838
2025-12-01 14:38:00+00:00 → 2025-12-01 15:23:00+00:00,EWU follows QQQ,3,0.36159001767874516
2025-12-01 14:38:00+00:00 → 2025-12-01 15:23:00+00:00,XLK follows QQQ,0,0.9485456889356554
2025-12-01 14:39:00+00:00 → 2025-12-01 15:24:00+00:00,EWJ follows QQQ,0,0.7428900199592223
2025-12-01 14:39:00+00:00 → 2025-12-01 15:24:00+00:00,EWT follows QQQ,0,0.7667137313379012
2025-12-01 14:39:00+00:00 → 2025-12-01 15:24:00+00:00,EWC follows QQQ,0,0.5555300055578248
2025-12-01 14:39:00+00:00 → 2025-12-01 15:24:00+00:00,EWU follows QQQ,3,0.35223678513822815
2025-12-01 14:39:00+00:00 → 2025-12-01 15:24:00+00:00,XLK follows QQQ,0,0.9481029712794492
2025-12-01 14:40:00+00:00 → 2025-12-01 15:25:00+00:00,EWJ follows QQQ,0,0.7019465783540907
2025-12-01 14:40:00+00:00 → 2025-12-01 15:25:00+00:00,EWT follows QQQ,0,0.6967500240143213
2025-12-01 14:40:00+00:00 → 2025-12-01 15:25:00+00:00,EWC follows QQQ,0,0.5739601490047458
2025-12-01 14:40:00+00:00 → 2025-12-01 15:25:00+00:00,EWU follows QQQ,3,0.45792388793072225
2025-12-01 14:40:00+00:00 → 2025-12-01 15:25:00+00:00,XLK follows QQQ,0,0.9528376420493893
2025-12-01 14:43:00+00:00 → 2025-12-01 15:26:00+00:00,EWJ follows QQQ,0,0.6946350005718854
2025-12-01 14:43:00+00:00 → 2025-12-01 15:26:00+00:00,EWT follows QQQ,0,0.702202739464683
2025-12-01 14:43:00+00:00 → 2025-12-01 15:26:00+00:00,EWC follows QQQ,0,0.5682368530837408
2025-12-01 14:43:00+00:00 → 2025-12-01 15:26:00+00:00,EWU follows QQQ,3,0.477636861529219
2025-12-01 14:43:00+00:00 → 2025-12-01 15:26:00+00:00,XLK follows QQQ,0,0.9535800382287012
2025-12-01 14:44:00+00:00 → 2025-12-01 15:27:00+00:00,EWJ follows QQQ,0,0.7154585005655916
2025-12-01 14:44:00+00:00 → 2025-12-01 15:27:00+00:00,EWT follows QQQ,0,0.6704722561646398
2025-12-01 14:44:00+00:00 → 2025-12-01 15:27:00+00:00,EWC follows QQQ,0,0.527170129365644
2025-12-01 14:44:00+00:00 → 2025-12-01 15:27:00+00:00,EWU follows QQQ,3,0.4330814877602481
2025-12-01 14:44:00+00:00 → 2025-12-01 15:27:00+00:00,XLK follows QQQ,0,0.9541224211053135
2025-12-01 14:45:00+00:00 → 2025-12-01 15:28:00+00:00,EWJ follows QQQ,0,0.6961132357484279
2025-12-01 14:45:00+00:00 → 2025-12-01 15:28:00+00:00,EWT follows QQQ,0,0.6259745666667967
2025-12-01 14:45:00+00:00 → 2025-12-01 15:28:00+00:00,EWC follows QQQ,0,0.5420608877725008
2025-12-01 14:45:00+00:00 → 2025-12-01 15:28:00+00:00,EWU follows QQQ,3,0.3935999159936587
2025-12-01 14:45:00+00:00 → 2025-12-01 15:28:00+00:00,XLK follows QQQ,0,0.9495742615275271
2025-12-01 14:46:00+00:00 → 2025-12-01 15:29:00+00:00,EWJ follows QQQ,0,0.6787288909253937
2025-12-01 14:46:00+00:00 → 2025-12-01 15:29:00+00:00,EWT follows QQQ,5,0.6197175992388787
2025-12-01 14:46:00+00:00 → 2025-12-01 15:29:00+00:00,EWC follows QQQ,0,0.4314623307928992
2025-12-01 14:46:00+00:00 → 2025-12-01 15:29:00+00:00,EWU follows QQQ,4,0.41809984957715246
2025-12-01 14:46:00+00:00 → 2025-12-01 15:29:00+00:00,XLK follows QQQ,0,0.9423409446955928
2025-12-01 14:47:00+00:00 → 2025-12-01 15:30:00+00:00,EWJ follows QQQ,0,0.6721424626023
2025-12-01 14:47:00+00:00 → 2025-12-01 15:30:00+00:00,EWT follows QQQ,5,0.6099432354047649
2025-12-01 14:47:00+00:00 → 2025-12-01 15:30:00+00:00,EWC follows QQQ,0,0.4286778547160857
2025-12-01 14:47:00+00:00 → 2025-12-01 15:30:00+00:00,EWU follows QQQ,0,0.37768039186099256
2025-12-01 14:47:00+00:00 → 2025-12-01 15:30:00+00:00,XLK follows QQQ,0,0.9535516710597498
2025-12-01 14:48:00+00:00 → 2025-12-01 15:31:00+00:00,EWJ follows QQQ,0,0.6975898946721489
2025-12-01 14:48:00+00:00 → 2025-12-01 15:31:00+00:00,EWT follows QQQ,0,0.6793743029657654
2025-12-01 14:48:00+00:00 → 2025-12-01 15:31:00+00:00,EWC follows QQQ,0,0.3548939091413348
2025-12-01 14:48:00+00:00 → 2025-12-01 15:31:00+00:00,EWU follows QQQ,0,0.35594719828154137
2025-12-01 14:48:00+00:00 → 2025-12-01 15:31:00+00:00,XLK follows QQQ,0,0.9497055390591278
2025-12-01 14:49:00+00:00 → 2025-12-01 15:32:00+00:00,EWJ follows QQQ,0,0.7145858849334046
2025-12-01 14:49:00+00:00 → 2025-12-01 15:32:00+00:00,EWT follows QQQ,0,0.7227885683066428
2025-12-01 14:49:00+00:00 → 2025-12-01 15:32:00+00:00,EWC follows QQQ,0,0.40901212055087055
2025-12-01 14:49:00+00:00 → 2025-12-01 15:32:00+00:00,EWU follows QQQ,0,0.41001817581500644
2025-12-01 14:49:00+00:00 → 2025-12-01 15:32:00+00:00,XLK follows QQQ,0,0.9509443400967859
2025-12-01 14:50:00+00:00 → 2025-12-01 15:33:00+00:00,EWJ follows QQQ,0,0.7235000891545094
2025-12-01 14:50:00+00:00 → 2025-12-01 15:33:00+00:00,EWT follows QQQ,0,0.7316940163108634
2025-12-01 14:50:00+00:00 → 2025-12-01 15:33:00+00:00,EWC follows QQQ,0,0.4296276465402492
2025-12-01 14:50:00+00:00 → 2025-12-01 15:33:00+00:00,EWU follows QQQ,0,0.4252444580775181
2025-12-01 14:50:00+00:00 → 2025-12-01 15:33:00+00:00,XLK follows QQQ,0,0.9562232176553108
2025-12-01 14:51:00+00:00 → 2025-12-01 15:34:00+00:00,EWJ follows QQQ,0,0.6753093191308221
2025-12-01 14:51:00+00:00 → 2025-12-01 15:34:00+00:00,EWT follows QQQ,0,0.789003384851079
2025-12-01 14:51:00+00:00 → 2025-12-01 15:34:00+00:00,EWC follows QQQ,0,0.49109626992709093
2025-12-01 14:51:00+00:00 → 2025-12-01 15:34:00+00:00,EWU follows QQQ,0,0.44817825041003995
2025-12-01 14:51:00+00:00 → 2025-12-01 15:34:00+00:00,XLK follows QQQ,0,0.9498805667052754
2025-12-01 14:52:00+00:00 → 2025-12-01 15:35:00+00:00,EWJ follows QQQ,0,0.6821269108640562
2025-12-01 14:52:00+00:00 → 2025-12-01 15:35:00+00:00,EWT follows QQQ,0,0.8009954242528334
2025-12-01 14:52:00+00:00 → 2025-12-01 15:35:00+00:00,EWC follows QQQ,0,0.5257189208727545
2025-12-01 14:52:00+00:00 → 2025-12-01 15:35:00+00:00,EWU follows QQQ,0,0.4473897936269128
2025-12-01 14:52:00+00:00 → 2025-12-01 15:35:00+00:00,XLK follows QQQ,0,0.9508961953484284
2025-12-01 14:58:00+00:00 → 2025-12-01 15:36:00+00:00,EWJ follows QQQ,0,0.6673466175902769
2025-12-01 14:58:00+00:00 → 2025-12-01 15:36:00+00:00,EWT follows QQQ,0,0.8146285221507703
2025-12-01 14:58:00+00:00 → 2025-12-01 15:36:00+00:00,EWC follows QQQ,0,0.6044270106710505
2025-12-01 14:58:00+00:00 → 2025-12-01 15:36:00+00:00,EWU follows QQQ,0,0.4022919522143697
2025-12-01 14:58:00+00:00 → 2025-12-01 15:36:00+00:00,XLK follows QQQ,0,0.9620185788074413
2025-12-01 14:59:00+00:00 → 2025-12-01 15:37:00+00:00,EWJ follows QQQ,0,0.6528825334833633
2025-12-01 14:59:00+00:00 → 2025-12-01 15:37:00+00:00,EWT follows QQQ,0,0.805771406258702
2025-12-01 14:59:00+00:00 → 2025-12-01 15:37:00+00:00,EWC follows QQQ,0,0.6073034114140808
2025-12-01 14:59:00+00:00 → 2025-12-01 15:37:00+00:00,EWU follows QQQ,0,0.43577511049091705
2025-12-01 14:59:00+00:00 → 2025-12-01 15:37:00+00:00,XLK follows QQQ,0,0.9623334629952316
2025-12-01 15:00:00+00:00 → 2025-12-01 15:38:00+00:00,EWJ follows QQQ,0,0.6524498694382
2025-12-01 15:00:00+00:00 → 2025-12-01 15:38:00+00:00,EWT follows QQQ,0,0.8122336066141128
